CATCHMENT,NETWORK,YEAR,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE 
Ohio,IHSP,2020,2020,19,75-84 yr,140.5,29.1
Entire Network,EIP,2020,2020,19,75-84 yr,257.4,30.6
Georgia,EIP,2020,2020,19,75-84 yr,326.1,17.2
Entire Network,IHSP,2020,2020,19,75-84 yr,184.7,17.4
Iowa,IHSP,2020,2020,19,75-84 yr,156.4,15.6
Maryland,EIP,2020,2020,19,75-84 yr,355.9,52.8
Colorado,EIP,2020,2020,19,75-84 yr,411.4,25.7
Connecticut,EIP,2020,2020,19,75-84 yr,771.1,101
Entire Network,COVID-NET,2020,2020,19,75-84 yr,247.6,28.8
California,EIP,2020,2020,19,75-84 yr,75.6,3.1
Maryland,EIP,2020,2020,20,75-84 yr,405.5,49.6
Entire Network,IHSP,2020,2020,20,75-84 yr,198.3,13.6
Iowa,IHSP,2020,2020,20,75-84 yr,156.4,0
Georgia,EIP,2020,2020,20,75-84 yr,350.8,24.7
Entire Network,EIP,2020,2020,20,75-84 yr,285.8,28.3
Connecticut,EIP,2020,2020,20,75-84 yr,833.5,62.4
Entire Network,COVID-NET,2020,2020,20,75-84 yr,274,26.4
Colorado,EIP,2020,2020,20,75-84 yr,428.2,16.8
California,EIP,2020,2020,20,75-84 yr,80.5,5
Utah,IHSP,2020,2020,20,75-84 yr,74.1,8.2
Tennessee,EIP,2020,2020,20,75-84 yr,190.3,13.6
Oregon,EIP,2020,2020,20,75-84 yr,82.8,5.4
Ohio,IHSP,2020,2020,20,75-84 yr,159.9,19.4
New York,EIP,2020,2020,20,75-84 yr,215.7,29.3
New Mexico,EIP,2020,2020,20,75-84 yr,79.9,8.9
Minnesota,EIP,2020,2020,20,75-84 yr,207.5,40.5
Michigan,IHSP,2020,2020,20,75-84 yr,335.4,10.3
New York,EIP,2020,2020,21,75-84 yr,237.2,21.6
Oregon,EIP,2020,2020,21,75-84 yr,85.5,2.7
Ohio,IHSP,2020,2020,21,75-84 yr,176.9,17
Tennessee,EIP,2020,2020,21,75-84 yr,202.4,12.1
Utah,IHSP,2020,2020,21,75-84 yr,96,21.9
Entire Network,COVID-NET,2020,2020,21,75-84 yr,299.7,25.8
Colorado,EIP,2020,2020,21,75-84 yr,454.9,26.7
Connecticut,EIP,2020,2020,21,75-84 yr,870.2,36.7
Entire Network,EIP,2020,2020,21,75-84 yr,312.5,26.7
Iowa,IHSP,2020,2020,21,75-84 yr,203.3,46.9
Georgia,EIP,2020,2020,21,75-84 yr,371,20.2
Entire Network,IHSP,2020,2020,21,75-84 yr,217.9,19.6
Maryland,EIP,2020,2020,21,75-84 yr,448.2,42.7
Minnesota,EIP,2020,2020,21,75-84 yr,262.3,54.8
Michigan,IHSP,2020,2020,21,75-84 yr,354.3,18.9
New Mexico,EIP,2020,2020,21,75-84 yr,90.3,10.4
California,EIP,2020,2020,21,75-84 yr,87.4,6.8
Utah,IHSP,2020,2020,22,75-84 yr,115.2,19.2
Tennessee,EIP,2020,2020,22,75-84 yr,219,16.6
Oregon,EIP,2020,2020,22,75-84 yr,88.2,2.7
Ohio,IHSP,2020,2020,22,75-84 yr,197.5,20.6
New York,EIP,2020,2020,22,75-84 yr,259.7,22.4
New Mexico,EIP,2020,2020,22,75-84 yr,99.1,8.9
Minnesota,EIP,2020,2020,22,75-84 yr,295.7,33.4
Michigan,IHSP,2020,2020,22,75-84 yr,356,1.7
Maryland,EIP,2020,2020,22,75-84 yr,485.6,37.4
Entire Network,IHSP,2020,2020,22,75-84 yr,231.5,13.6
Iowa,IHSP,2020,2020,22,75-84 yr,203.3,0
Georgia,EIP,2020,2020,22,75-84 yr,385.9,15
Entire Network,EIP,2020,2020,22,75-84 yr,333.5,21
Connecticut,EIP,2020,2020,22,75-84 yr,895.9,25.7
Entire Network,COVID-NET,2020,2020,22,75-84 yr,319.7,20
Colorado,EIP,2020,2020,22,75-84 yr,465.8,10.9
California,EIP,2020,2020,22,75-84 yr,94.2,6.8
Utah,IHSP,2020,2020,23,75-84 yr,128.9,13.7
Tennessee,EIP,2020,2020,23,75-84 yr,240.2,21.1
Georgia,EIP,2020,2020,23,75-84 yr,401.6,15.7
Entire Network,EIP,2020,2020,23,75-84 yr,347.3,13.8
Iowa,IHSP,2020,2020,23,75-84 yr,234.6,31.3
Entire Network,IHSP,2020,2020,23,75-84 yr,244.6,13.1
Michigan,IHSP,2020,2020,23,75-84 yr,359.4,3.4
Maryland,EIP,2020,2020,23,75-84 yr,503.2,17.6
Minnesota,EIP,2020,2020,23,75-84 yr,315.6,19.9
New Mexico,EIP,2020,2020,23,75-84 yr,109.5,10.4
Ohio,IHSP,2020,2020,23,75-84 yr,215.6,18.2
New York,EIP,2020,2020,23,75-84 yr,268.3,8.6
Oregon,EIP,2020,2020,23,75-84 yr,92.3,4.1
Entire Network,COVID-NET,2020,2020,23,75-84 yr,333.4,13.7
Connecticut,EIP,2020,2020,23,75-84 yr,921.6,25.7
Colorado,EIP,2020,2020,23,75-84 yr,471.7,5.9
California,EIP,2020,2020,23,75-84 yr,102.8,8.7
Utah,IHSP,2020,2020,24,75-84 yr,142.6,13.7
Tennessee,EIP,2020,2020,24,75-84 yr,259.8,19.6
Oregon,EIP,2020,2020,24,75-84 yr,97.7,5.4
Ohio,IHSP,2020,2020,24,75-84 yr,224.1,8.5
New York,EIP,2020,2020,24,75-84 yr,271.8,3.5
New Mexico,EIP,2020,2020,24,75-84 yr,118.4,8.9
Minnesota,EIP,2020,2020,24,75-84 yr,328.3,12.7
Michigan,IHSP,2020,2020,24,75-84 yr,361.2,1.7
Maryland,EIP,2020,2020,24,75-84 yr,520.4,17.2
Entire Network,IHSP,2020,2020,24,75-84 yr,252.2,7.6
Iowa,IHSP,2020,2020,24,75-84 yr,250.2,15.6
Georgia,EIP,2020,2020,24,75-84 yr,419.6,18
Entire Network,EIP,2020,2020,24,75-84 yr,358.8,11.5
Connecticut,EIP,2020,2020,24,75-84 yr,927.1,5.5
Entire Network,COVID-NET,2020,2020,24,75-84 yr,344.5,11
Colorado,EIP,2020,2020,24,75-84 yr,476.7,4.9
California,EIP,2020,2020,24,75-84 yr,110.9,8.1
Utah,IHSP,2020,2020,25,75-84 yr,170,27.4
Tennessee,EIP,2020,2020,25,75-84 yr,285.5,25.7
Ohio,IHSP,2020,2020,25,75-84 yr,238.6,14.5
Oregon,EIP,2020,2020,25,75-84 yr,99.1,1.4
Maryland,EIP,2020,2020,25,75-84 yr,535.2,14.7
Entire Network,IHSP,2020,2020,25,75-84 yr,264.8,12.5
Michigan,IHSP,2020,2020,25,75-84 yr,362.9,1.7
Minnesota,EIP,2020,2020,25,75-84 yr,338.6,10.3
New York,EIP,2020,2020,25,75-84 yr,276.1,4.3
New Mexico,EIP,2020,2020,25,75-84 yr,119.9,1.5
Entire Network,COVID-NET,2020,2020,25,75-84 yr,354.3,9.8
Entire Network,EIP,2020,2020,25,75-84 yr,368.2,9.4
Connecticut,EIP,2020,2020,25,75-84 yr,932.6,5.5
Georgia,EIP,2020,2020,25,75-84 yr,431.6,12
Iowa,IHSP,2020,2020,25,75-84 yr,250.2,0
Colorado,EIP,2020,2020,25,75-84 yr,481.6,4.9
California,EIP,2020,2020,25,75-84 yr,116.5,5.6
Minnesota,EIP,2020,2020,26,75-84 yr,350.5,11.9
Michigan,IHSP,2020,2020,26,75-84 yr,362.9,0
Maryland,EIP,2020,2020,26,75-84 yr,546.3,11.1
Entire Network,IHSP,2020,2020,26,75-84 yr,278.9,14.2
Iowa,IHSP,2020,2020,26,75-84 yr,250.2,0
Georgia,EIP,2020,2020,26,75-84 yr,454.7,23.2
Entire Network,EIP,2020,2020,26,75-84 yr,379.8,11.5
Connecticut,EIP,2020,2020,26,75-84 yr,938.1,5.5
Entire Network,COVID-NET,2020,2020,26,75-84 yr,366.2,11.9
Colorado,EIP,2020,2020,26,75-84 yr,487.5,5.9
California,EIP,2020,2020,26,75-84 yr,128.2,11.8
Utah,IHSP,2020,2020,26,75-84 yr,192,21.9
Tennessee,EIP,2020,2020,26,75-84 yr,320.3,34.7
Oregon,EIP,2020,2020,26,75-84 yr,107.2,8.1
Ohio,IHSP,2020,2020,26,75-84 yr,260.4,21.8
New York,EIP,2020,2020,26,75-84 yr,277.8,1.7
New Mexico,EIP,2020,2020,26,75-84 yr,119.9,0
Utah,IHSP,2020,2020,27,75-84 yr,197.5,5.5
New Mexico,EIP,2020,2020,27,75-84 yr,122.8,3
Minnesota,EIP,2020,2020,27,75-84 yr,361.7,11.1
New York,EIP,2020,2020,27,75-84 yr,283.8,6
Ohio,IHSP,2020,2020,27,75-84 yr,282.2,21.8
Tennessee,EIP,2020,2020,27,75-84 yr,342.9,22.7
Oregon,EIP,2020,2020,27,75-84 yr,108.6,1.4
Georgia,EIP,2020,2020,27,75-84 yr,517.6,62.8
Entire Network,IHSP,2020,2020,27,75-84 yr,292,13.1
Iowa,IHSP,2020,2020,27,75-84 yr,265.9,15.6
Maryland,EIP,2020,2020,27,75-84 yr,556.7,10.4
Michigan,IHSP,2020,2020,27,75-84 yr,368,5.2
Connecticut,EIP,2020,2020,27,75-84 yr,943.7,5.5
Entire Network,COVID-NET,2020,2020,27,75-84 yr,381.2,15
Entire Network,EIP,2020,2020,27,75-84 yr,395.1,15.3
Colorado,EIP,2020,2020,27,75-84 yr,493.5,5.9
California,EIP,2020,2020,27,75-84 yr,140,11.8
Utah,IHSP,2020,2020,28,75-84 yr,222.2,24.7
Tennessee,EIP,2020,2020,28,75-84 yr,388.2,45.3
Oregon,EIP,2020,2020,28,75-84 yr,112.7,4.1
Ohio,IHSP,2020,2020,28,75-84 yr,298,15.7
New York,EIP,2020,2020,28,75-84 yr,289,5.2
New Mexico,EIP,2020,2020,28,75-84 yr,139.1,16.3
Minnesota,EIP,2020,2020,28,75-84 yr,373.6,11.9
Michigan,IHSP,2020,2020,28,75-84 yr,368,0
Maryland,EIP,2020,2020,28,75-84 yr,565.7,9
Entire Network,IHSP,2020,2020,28,75-84 yr,304,12
Iowa,IHSP,2020,2020,28,75-84 yr,265.9,0
Georgia,EIP,2020,2020,28,75-84 yr,578.9,61.3
Entire Network,EIP,2020,2020,28,75-84 yr,412.9,17.8
Connecticut,EIP,2020,2020,28,75-84 yr,949.2,5.5
Entire Network,COVID-NET,2020,2020,28,75-84 yr,398.2,17
Colorado,EIP,2020,2020,28,75-84 yr,501.4,7.9
California,EIP,2020,2020,28,75-84 yr,156.7,16.7
Utah,IHSP,2020,2020,29,75-84 yr,238.6,16.5
Oregon,EIP,2020,2020,29,75-84 yr,115.4,2.7
Ohio,IHSP,2020,2020,29,75-84 yr,311.3,13.3
Tennessee,EIP,2020,2020,29,75-84 yr,429,40.8
Connecticut,EIP,2020,2020,29,75-84 yr,952.8,3.7
Entire Network,EIP,2020,2020,29,75-84 yr,429.1,16.2
Iowa,IHSP,2020,2020,29,75-84 yr,265.9,0
Georgia,EIP,2020,2020,29,75-84 yr,621.5,42.6
Entire Network,IHSP,2020,2020,29,75-84 yr,317.6,13.6
Maryland,EIP,2020,2020,29,75-84 yr,578.6,12.9
Minnesota,EIP,2020,2020,29,75-84 yr,387.1,13.5
Michigan,IHSP,2020,2020,29,75-84 yr,381.8,13.8
New Mexico,EIP,2020,2020,29,75-84 yr,153.9,14.8
New York,EIP,2020,2020,29,75-84 yr,294.2,5.2
Entire Network,COVID-NET,2020,2020,29,75-84 yr,414.1,15.9
Colorado,EIP,2020,2020,29,75-84 yr,514.2,12.9
California,EIP,2020,2020,29,75-84 yr,169.8,13
Utah,IHSP,2020,2020,30,75-84 yr,268.8,30.2
Tennessee,EIP,2020,2020,30,75-84 yr,478.9,49.9
Oregon,EIP,2020,2020,30,75-84 yr,120.8,5.4
Ohio,IHSP,2020,2020,30,75-84 yr,317.4,6.1
New York,EIP,2020,2020,30,75-84 yr,298.5,4.3
New Mexico,EIP,2020,2020,30,75-84 yr,170.2,16.3
Minnesota,EIP,2020,2020,30,75-84 yr,387.9,0.8
Michigan,IHSP,2020,2020,30,75-84 yr,387,5.2
Maryland,EIP,2020,2020,30,75-84 yr,599.8,21.2
Entire Network,IHSP,2020,2020,30,75-84 yr,328,10.4
Iowa,IHSP,2020,2020,30,75-84 yr,265.9,0
Georgia,EIP,2020,2020,30,75-84 yr,638.7,17.2
Entire Network,EIP,2020,2020,30,75-84 yr,442.8,13.7
Connecticut,EIP,2020,2020,30,75-84 yr,954.7,1.8
Entire Network,COVID-NET,2020,2020,30,75-84 yr,427.4,13.3
Colorado,EIP,2020,2020,30,75-84 yr,523.1,8.9
California,EIP,2020,2020,30,75-84 yr,179.7,9.9
Utah,IHSP,2020,2020,31,75-84 yr,null,null
Iowa,IHSP,2020,2020,31,75-84 yr,null,null
Entire Network,IHSP,2020,2020,31,75-84 yr,null,null
Michigan,IHSP,2020,2020,31,75-84 yr,null,null
Maryland,EIP,2020,2020,31,75-84 yr,null,null
Minnesota,EIP,2020,2020,31,75-84 yr,null,null
New Mexico,EIP,2020,2020,31,75-84 yr,null,null
Ohio,IHSP,2020,2020,31,75-84 yr,null,null
New York,EIP,2020,2020,31,75-84 yr,null,null
Oregon,EIP,2020,2020,31,75-84 yr,null,null
Tennessee,EIP,2020,2020,31,75-84 yr,null,null
Colorado,EIP,2020,2020,31,75-84 yr,null,null
California,EIP,2020,2020,31,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,31,75-84 yr,null,null
Connecticut,EIP,2020,2020,31,75-84 yr,null,null
Georgia,EIP,2020,2020,31,75-84 yr,null,null
Entire Network,EIP,2020,2020,31,75-84 yr,null,null
Ohio,IHSP,2020,2020,32,75-84 yr,null,null
New York,EIP,2020,2020,32,75-84 yr,null,null
New Mexico,EIP,2020,2020,32,75-84 yr,null,null
Minnesota,EIP,2020,2020,32,75-84 yr,null,null
Michigan,IHSP,2020,2020,32,75-84 yr,null,null
Maryland,EIP,2020,2020,32,75-84 yr,null,null
Entire Network,IHSP,2020,2020,32,75-84 yr,null,null
Iowa,IHSP,2020,2020,32,75-84 yr,null,null
Georgia,EIP,2020,2020,32,75-84 yr,null,null
Entire Network,EIP,2020,2020,32,75-84 yr,null,null
Connecticut,EIP,2020,2020,32,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,32,75-84 yr,null,null
Colorado,EIP,2020,2020,32,75-84 yr,null,null
California,EIP,2020,2020,32,75-84 yr,null,null
Tennessee,EIP,2020,2020,32,75-84 yr,null,null
Oregon,EIP,2020,2020,32,75-84 yr,null,null
Utah,IHSP,2020,2020,32,75-84 yr,null,null
Oregon,EIP,2020,2020,33,75-84 yr,null,null
Utah,IHSP,2020,2020,33,75-84 yr,null,null
Tennessee,EIP,2020,2020,33,75-84 yr,null,null
Michigan,IHSP,2020,2020,33,75-84 yr,null,null
Minnesota,EIP,2020,2020,33,75-84 yr,null,null
New York,EIP,2020,2020,33,75-84 yr,null,null
New Mexico,EIP,2020,2020,33,75-84 yr,null,null
Ohio,IHSP,2020,2020,33,75-84 yr,null,null
Entire Network,EIP,2020,2020,33,75-84 yr,null,null
Connecticut,EIP,2020,2020,33,75-84 yr,null,null
Georgia,EIP,2020,2020,33,75-84 yr,null,null
Iowa,IHSP,2020,2020,33,75-84 yr,null,null
Maryland,EIP,2020,2020,33,75-84 yr,null,null
Entire Network,IHSP,2020,2020,33,75-84 yr,null,null
Colorado,EIP,2020,2020,33,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,33,75-84 yr,null,null
California,EIP,2020,2020,33,75-84 yr,null,null
Utah,IHSP,2020,2020,34,75-84 yr,null,null
Tennessee,EIP,2020,2020,34,75-84 yr,null,null
Oregon,EIP,2020,2020,34,75-84 yr,null,null
Ohio,IHSP,2020,2020,34,75-84 yr,null,null
New York,EIP,2020,2020,34,75-84 yr,null,null
New Mexico,EIP,2020,2020,34,75-84 yr,null,null
Minnesota,EIP,2020,2020,34,75-84 yr,null,null
Michigan,IHSP,2020,2020,34,75-84 yr,null,null
Maryland,EIP,2020,2020,34,75-84 yr,null,null
Entire Network,IHSP,2020,2020,34,75-84 yr,null,null
Iowa,IHSP,2020,2020,34,75-84 yr,null,null
Georgia,EIP,2020,2020,34,75-84 yr,null,null
Entire Network,EIP,2020,2020,34,75-84 yr,null,null
Connecticut,EIP,2020,2020,34,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,34,75-84 yr,null,null
Colorado,EIP,2020,2020,34,75-84 yr,null,null
California,EIP,2020,2020,34,75-84 yr,null,null
New York,EIP,2020,2020,35,75-84 yr,null,null
Ohio,IHSP,2020,2020,35,75-84 yr,null,null
Tennessee,EIP,2020,2020,35,75-84 yr,null,null
Oregon,EIP,2020,2020,35,75-84 yr,null,null
Utah,IHSP,2020,2020,35,75-84 yr,null,null
Colorado,EIP,2020,2020,35,75-84 yr,null,null
Connecticut,EIP,2020,2020,35,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,35,75-84 yr,null,null
Entire Network,EIP,2020,2020,35,75-84 yr,null,null
Georgia,EIP,2020,2020,35,75-84 yr,null,null
Entire Network,IHSP,2020,2020,35,75-84 yr,null,null
Iowa,IHSP,2020,2020,35,75-84 yr,null,null
Maryland,EIP,2020,2020,35,75-84 yr,null,null
Michigan,IHSP,2020,2020,35,75-84 yr,null,null
New Mexico,EIP,2020,2020,35,75-84 yr,null,null
Minnesota,EIP,2020,2020,35,75-84 yr,null,null
California,EIP,2020,2020,35,75-84 yr,null,null
Utah,IHSP,2020,2020,36,75-84 yr,null,null
Tennessee,EIP,2020,2020,36,75-84 yr,null,null
Oregon,EIP,2020,2020,36,75-84 yr,null,null
Ohio,IHSP,2020,2020,36,75-84 yr,null,null
New York,EIP,2020,2020,36,75-84 yr,null,null
New Mexico,EIP,2020,2020,36,75-84 yr,null,null
Minnesota,EIP,2020,2020,36,75-84 yr,null,null
Michigan,IHSP,2020,2020,36,75-84 yr,null,null
Maryland,EIP,2020,2020,36,75-84 yr,null,null
Entire Network,IHSP,2020,2020,36,75-84 yr,null,null
Iowa,IHSP,2020,2020,36,75-84 yr,null,null
Georgia,EIP,2020,2020,36,75-84 yr,null,null
Entire Network,EIP,2020,2020,36,75-84 yr,null,null
Connecticut,EIP,2020,2020,36,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,36,75-84 yr,null,null
Colorado,EIP,2020,2020,36,75-84 yr,null,null
California,EIP,2020,2020,36,75-84 yr,null,null
Tennessee,EIP,2020,2020,37,75-84 yr,null,null
Utah,IHSP,2020,2020,37,75-84 yr,null,null
Entire Network,EIP,2020,2020,37,75-84 yr,null,null
Iowa,IHSP,2020,2020,37,75-84 yr,null,null
Georgia,EIP,2020,2020,37,75-84 yr,null,null
Entire Network,IHSP,2020,2020,37,75-84 yr,null,null
Maryland,EIP,2020,2020,37,75-84 yr,null,null
Minnesota,EIP,2020,2020,37,75-84 yr,null,null
Michigan,IHSP,2020,2020,37,75-84 yr,null,null
New Mexico,EIP,2020,2020,37,75-84 yr,null,null
New York,EIP,2020,2020,37,75-84 yr,null,null
Oregon,EIP,2020,2020,37,75-84 yr,null,null
Ohio,IHSP,2020,2020,37,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,37,75-84 yr,null,null
Colorado,EIP,2020,2020,37,75-84 yr,null,null
Connecticut,EIP,2020,2020,37,75-84 yr,null,null
California,EIP,2020,2020,37,75-84 yr,null,null
Tennessee,EIP,2020,2020,38,75-84 yr,null,null
Oregon,EIP,2020,2020,38,75-84 yr,null,null
Ohio,IHSP,2020,2020,38,75-84 yr,null,null
New York,EIP,2020,2020,38,75-84 yr,null,null
New Mexico,EIP,2020,2020,38,75-84 yr,null,null
Minnesota,EIP,2020,2020,38,75-84 yr,null,null
Michigan,IHSP,2020,2020,38,75-84 yr,null,null
Maryland,EIP,2020,2020,38,75-84 yr,null,null
Entire Network,IHSP,2020,2020,38,75-84 yr,null,null
Iowa,IHSP,2020,2020,38,75-84 yr,null,null
Georgia,EIP,2020,2020,38,75-84 yr,null,null
Entire Network,EIP,2020,2020,38,75-84 yr,null,null
Connecticut,EIP,2020,2020,38,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,38,75-84 yr,null,null
Colorado,EIP,2020,2020,38,75-84 yr,null,null
California,EIP,2020,2020,38,75-84 yr,null,null
Utah,IHSP,2020,2020,38,75-84 yr,null,null
Utah,IHSP,2020,2020,39,75-84 yr,null,null
Tennessee,EIP,2020,2020,39,75-84 yr,null,null
Ohio,IHSP,2020,2020,39,75-84 yr,null,null
New York,EIP,2020,2020,39,75-84 yr,null,null
Oregon,EIP,2020,2020,39,75-84 yr,null,null
Entire Network,IHSP,2020,2020,39,75-84 yr,null,null
Michigan,IHSP,2020,2020,39,75-84 yr,null,null
Maryland,EIP,2020,2020,39,75-84 yr,null,null
Minnesota,EIP,2020,2020,39,75-84 yr,null,null
New Mexico,EIP,2020,2020,39,75-84 yr,null,null
Entire Network,COVID-NET,2020,2020,39,75-84 yr,null,null
Connecticut,EIP,2020,2020,39,75-84 yr,null,null
Georgia,EIP,2020,2020,39,75-84 yr,null,null
Entire Network,EIP,2020,2020,39,75-84 yr,null,null
Iowa,IHSP,2020,2020,39,75-84 yr,null,null
Colorado,EIP,2020,2020,39,75-84 yr,null,null
California,EIP,2020,2020,39,75-84 yr,null,null
Tennessee,EIP,2020,2020,10,85+,0,0
Utah,IHSP,2020,2020,10,85+,0,0
California,EIP,2020,2020,10,85+,0,0
Colorado,EIP,2020,2020,10,85+,0,0
Entire Network,COVID-NET,2020,2020,10,85+,0.5,0.5
Connecticut,EIP,2020,2020,10,85+,3.7,3.7
Entire Network,EIP,2020,2020,10,85+,0.6,0.6
Georgia,EIP,2020,2020,10,85+,2.1,2.1
Iowa,IHSP,2020,2020,10,85+,0,0
Entire Network,IHSP,2020,2020,10,85+,0,0
Maryland,EIP,2020,2020,10,85+,0.8,0.8
Michigan,IHSP,2020,2020,10,85+,0,0
Minnesota,EIP,2020,2020,10,85+,0,0
New Mexico,EIP,2020,2020,10,85+,0,0
New York,EIP,2020,2020,10,85+,0,0
Ohio,IHSP,2020,2020,10,85+,0,0
Oregon,EIP,2020,2020,10,85+,0,0
Utah,IHSP,2020,2020,11,85+,0,0
Oregon,EIP,2020,2020,11,85+,0,0
Tennessee,EIP,2020,2020,11,85+,4.1,4.1
Ohio,IHSP,2020,2020,11,85+,0,0
New York,EIP,2020,2020,11,85+,0,0
Minnesota,EIP,2020,2020,11,85+,1.8,1.8
New Mexico,EIP,2020,2020,11,85+,0,0
Michigan,IHSP,2020,2020,11,85+,0,0
Maryland,EIP,2020,2020,11,85+,0.8,0
California,EIP,2020,2020,11,85+,3.9,3.9
Colorado,EIP,2020,2020,11,85+,4.9,4.9
Iowa,IHSP,2020,2020,11,85+,0,0
Entire Network,IHSP,2020,2020,11,85+,0,0
Georgia,EIP,2020,2020,11,85+,12.3,10.3
Entire Network,EIP,2020,2020,11,85+,3.2,2.6
Entire Network,COVID-NET,2020,2020,11,85+,2.8,2.3
Connecticut,EIP,2020,2020,11,85+,7.3,3.7
Tennessee,EIP,2020,2020,12,85+,4.1,0
Utah,IHSP,2020,2020,12,85+,0,0
New Mexico,EIP,2020,2020,12,85+,0,0
New York,EIP,2020,2020,12,85+,9.4,9.4
Ohio,IHSP,2020,2020,12,85+,0,0
Oregon,EIP,2020,2020,12,85+,9.7,9.7
California,EIP,2020,2020,12,85+,7.8,3.9
Colorado,EIP,2020,2020,12,85+,32,27.1
Entire Network,COVID-NET,2020,2020,12,85+,13,10.2
Connecticut,EIP,2020,2020,12,85+,25.6,18.3
Entire Network,EIP,2020,2020,12,85+,14.1,10.9
Georgia,EIP,2020,2020,12,85+,49.2,36.9
Iowa,IHSP,2020,2020,12,85+,0,0
Entire Network,IHSP,2020,2020,12,85+,5.6,5.6
Maryland,EIP,2020,2020,12,85+,6.7,5.9
Michigan,IHSP,2020,2020,12,85+,17,17
Minnesota,EIP,2020,2020,12,85+,7.1,5.3
Utah,IHSP,2020,2020,13,85+,0,0
Tennessee,EIP,2020,2020,13,85+,61.7,57.6
Ohio,IHSP,2020,2020,13,85+,9.5,9.5
Oregon,EIP,2020,2020,13,85+,25.7,16.1
New York,EIP,2020,2020,13,85+,33.7,24.4
New Mexico,EIP,2020,2020,13,85+,7.8,7.8
California,EIP,2020,2020,13,85+,23.3,15.6
Colorado,EIP,2020,2020,13,85+,105.9,73.9
Entire Network,COVID-NET,2020,2020,13,85+,44.8,31.8
Entire Network,EIP,2020,2020,13,85+,46.2,32.1
Connecticut,EIP,2020,2020,13,85+,91.5,65.9
Michigan,IHSP,2020,2020,13,85+,93.7,76.7
Minnesota,EIP,2020,2020,13,85+,22.9,15.9
Maryland,EIP,2020,2020,13,85+,29.3,22.6
Entire Network,IHSP,2020,2020,13,85+,34.8,29.3
Georgia,EIP,2020,2020,13,85+,114.9,65.7
Iowa,IHSP,2020,2020,13,85+,0,0
California,EIP,2020,2020,14,85+,33.7,10.4
Colorado,EIP,2020,2020,14,85+,219.2,113.3
Entire Network,COVID-NET,2020,2020,14,85+,96.5,51.7
Connecticut,EIP,2020,2020,14,85+,278.3,186.8
Entire Network,EIP,2020,2020,14,85+,97.3,51.2
Georgia,EIP,2020,2020,14,85+,197,82.1
Utah,IHSP,2020,2020,14,85+,0,0
Oregon,EIP,2020,2020,14,85+,32.2,6.4
Tennessee,EIP,2020,2020,14,85+,181,119.3
Iowa,IHSP,2020,2020,14,85+,0,0
Entire Network,IHSP,2020,2020,14,85+,90.6,55.7
Maryland,EIP,2020,2020,14,85+,67,37.7
Michigan,IHSP,2020,2020,14,85+,221.6,127.8
Minnesota,EIP,2020,2020,14,85+,45.8,22.9
New Mexico,EIP,2020,2020,14,85+,19.4,11.7
New York,EIP,2020,2020,14,85+,73.1,39.3
Ohio,IHSP,2020,2020,14,85+,41.3,31.8
Utah,IHSP,2020,2020,15,85+,21.7,21.7
Tennessee,EIP,2020,2020,15,85+,185.1,4.1
Oregon,EIP,2020,2020,15,85+,48.3,16.1
New York,EIP,2020,2020,15,85+,108.7,35.6
Ohio,IHSP,2020,2020,15,85+,63.6,22.2
New Mexico,EIP,2020,2020,15,85+,31.1,11.7
Minnesota,EIP,2020,2020,15,85+,74,28.2
Maryland,EIP,2020,2020,15,85+,138.2,71.2
Michigan,IHSP,2020,2020,15,85+,328.1,106.5
Entire Network,IHSP,2020,2020,15,85+,139.3,48.8
Iowa,IHSP,2020,2020,15,85+,0,0
Entire Network,EIP,2020,2020,15,85+,158.8,61.5
Georgia,EIP,2020,2020,15,85+,262.7,65.7
Connecticut,EIP,2020,2020,15,85+,552.9,274.6
Entire Network,COVID-NET,2020,2020,15,85+,156.4,59.9
California,EIP,2020,2020,15,85+,66.1,32.4
Colorado,EIP,2020,2020,15,85+,339.9,120.7
California,EIP,2020,2020,16,85+,93.4,27.2
Colorado,EIP,2020,2020,16,85+,433.5,93.6
Utah,IHSP,2020,2020,16,85+,43.4,21.7
Oregon,EIP,2020,2020,16,85+,77.2,29
Tennessee,EIP,2020,2020,16,85+,218,32.9
Minnesota,EIP,2020,2020,16,85+,121.6,47.6
New Mexico,EIP,2020,2020,16,85+,46.6,15.5
New York,EIP,2020,2020,16,85+,149.9,41.2
Ohio,IHSP,2020,2020,16,85+,85.8,22.2
Entire Network,COVID-NET,2020,2020,16,85+,222.2,65.8
Connecticut,EIP,2020,2020,16,85+,823.9,271
Entire Network,EIP,2020,2020,16,85+,227.6,68.8
Georgia,EIP,2020,2020,16,85+,328.3,65.7
Iowa,IHSP,2020,2020,16,85+,33.3,33.3
Entire Network,IHSP,2020,2020,16,85+,183.9,44.6
Maryland,EIP,2020,2020,16,85+,232,93.8
